Subject Number,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth at Scye (Chest Circumference at Scye)(mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg),frontal_image,lateral_image,frontal_mask,lateral_mask
98,Male,583.0,239.0,195.0,490.0,772.0,577.0,295.0,397.0,145.0,862.0,,596.0,890.0,761.0,250.0,795.0,118.0,253.0,192.0,190.0,161.0,555.0,185.0,358.0,978.0,850.0,527.0,438.0,444.0,914.0,1705.0,12.5,577.0,575.0,774.3,769.0,777.0,777.0,14.0,640.0,1608.0,758.0,422.0,993.0,65.08,csr0098a_frontal.png,csr0098a_lateral.png,csr0098a_frontal_mask.png,csr0098a_lateral_mask.png
99,Female,609.0,224.0,192.0,485.0,757.0,565.0,293.0,368.0,129.0,908.0,760.0,580.0,833.0,760.0,287.0,807.0,133.0,226.0,180.0,179.0,153.0,576.0,193.0,399.0,1016.0,806.0,497.0,480.0,426.0,926.0,1704.0,14.0,548.0,569.0,728.3,727.0,740.0,718.0,17.0,721.0,1628.0,688.0,372.0,1051.0,61.22,csr0099a_frontal.png,csr0099a_lateral.png,csr0099a_frontal_mask.png,csr0099a_lateral_mask.png
100,Male,613.0,278.0,216.0,565.0,870.0,654.0,349.0,487.0,130.0,1092.0,,640.0,1105.0,830.0,229.0,802.0,125.0,279.0,217.0,210.0,148.0,548.0,189.0,399.0,1070.0,912.0,592.0,480.0,528.0,938.0,1827.0,19.5,599.0,605.0,839.6,825.0,855.0,839.0,8.0,743.0,1733.0,970.0,415.0,1097.0,89.12,csr0100a_frontal.png,csr0100a_lateral.png,csr0100a_frontal_mask.png,csr0100a_lateral_mask.png
103,Male,655.0,268.0,216.0,554.0,877.0,661.0,338.0,514.0,150.0,1261.0,,659.0,1242.0,835.0,278.0,829.0,126.0,271.0,220.0,204.0,156.0,602.0,211.0,419.0,1111.0,954.0,600.0,481.0,588.0,955.0,1859.0,30.0,626.0,614.0,848.0,852.0,847.0,845.0,15.0,574.0,1864.0,1060.0,586.0,1063.0,113.15,csr0103a_frontal.png,csr0103a_lateral.png,csr0103a_frontal_mask.png,csr0103a_lateral_mask.png
104,Female,550.0,230.0,185.0,477.0,744.0,559.0,292.0,388.0,129.0,892.0,761.0,580.0,862.0,763.0,229.0,729.0,112.0,247.0,188.0,180.0,145.0,558.0,196.0,409.0,1003.0,803.0,501.0,395.0,434.0,851.0,1635.0,12.0,557.0,566.0,730.3,739.0,726.0,726.0,11.5,706.0,1502.0,719.0,318.0,1034.0,58.28,csr0104a_frontal.png,csr0104a_lateral.png,csr0104a_frontal_mask.png,csr0104a_lateral_mask.png
106,Male,627.0,275.0,228.0,568.0,892.0,664.0,340.0,450.0,138.0,1054.0,,646.0,1061.0,840.0,237.0,813.0,121.0,284.0,207.0,207.0,145.0,563.0,197.0,375.0,1027.0,934.0,567.0,431.0,532.0,930.0,1800.0,13.5,618.0,632.0,837.0,817.0,838.0,856.0,14.0,714.0,1691.0,923.0,430.0,1106.0,87.53,csr0106a_frontal.png,csr0106a_lateral.png,csr0106a_frontal_mask.png,csr0106a_lateral_mask.png
107,Male,613.0,256.0,220.0,543.0,805.0,585.0,323.0,436.0,156.0,970.0,,588.0,969.0,747.0,266.0,802.0,119.0,260.0,191.0,191.0,160.0,594.0,205.0,411.0,1068.0,832.0,530.0,428.0,490.0,938.0,1732.0,22.0,597.0,600.0,746.3,721.0,754.0,764.0,15.5,652.0,1686.0,945.0,448.0,991.0,77.1,csr0107a_frontal.png,csr0107a_lateral.png,csr0107a_frontal_mask.png,csr0107a_lateral_mask.png
108,Male,595.0,270.0,217.0,551.0,872.0,655.0,334.0,421.0,143.0,999.0,,628.0,1013.0,839.0,215.0,826.0,122.0,285.0,209.0,207.0,158.0,599.0,208.0,402.0,1063.0,942.0,578.0,462.0,490.0,950.0,1825.0,16.0,626.0,616.0,853.6,866.0,849.0,846.0,12.5,667.0,1696.0,915.0,457.0,1076.0,85.94,csr0108a_frontal.png,csr0108a_lateral.png,csr0108a_frontal_mask.png,csr0108a_lateral_mask.png
112,Male,561.0,252.0,217.0,527.0,815.0,598.0,310.0,476.0,157.0,1017.0,,564.0,1043.0,725.0,225.0,761.0,121.0,255.0,208.0,200.0,163.0,567.0,193.0,357.0,1017.0,778.0,545.0,470.0,530.0,878.0,1657.0,0.0,640.0,619.0,749.6,750.0,754.0,745.0,7.0,687.0,1652.0,884.0,415.0,976.0,80.95,csr0112a_frontal.png,csr0112a_lateral.png,csr0112a_frontal_mask.png,csr0112a_lateral_mask.png
113,Female,636.0,275.0,234.0,569.0,865.0,631.0,335.0,494.0,134.0,1230.0,1041.0,688.0,1124.0,792.0,285.0,845.0,122.0,268.0,211.0,193.0,149.0,570.0,194.0,595.0,1482.0,956.0,551.0,453.0,556.0,967.0,1824.0,37.0,839.0,852.0,878.3,883.0,881.0,871.0,36.0,950.0,1904.0,1060.0,409.0,1135.0,140.36,csr0113a_frontal.png,csr0113a_lateral.png,csr0113a_frontal_mask.png,csr0113a_lateral_mask.png
114,Female,577.0,241.0,189.0,502.0,759.0,570.0,313.0,370.0,135.0,936.0,805.0,597.0,874.0,735.0,249.0,764.0,113.0,241.0,181.0,172.0,142.0,550.0,189.0,454.0,1075.0,767.0,509.0,423.0,443.0,894.0,1652.0,19.0,623.0,623.0,743.6,739.0,746.0,746.0,23.0,734.0,1570.0,713.0,345.0,1018.0,68.93,csr0114a_frontal.png,csr0114a_lateral.png,csr0114a_frontal_mask.png,csr0114a_lateral_mask.png
115,Female,544.0,232.0,197.0,497.0,775.0,578.0,300.0,373.0,132.0,860.0,745.0,582.0,868.0,764.0,214.0,734.0,121.0,238.0,171.0,185.0,144.0,550.0,188.0,382.0,965.0,779.0,516.0,383.0,422.0,842.0,1620.0,12.5,553.0,549.0,742.0,736.0,746.0,744.0,18.0,663.0,1468.0,652.0,320.0,1021.0,56.01,csr0115a_frontal.png,csr0115a_lateral.png,csr0115a_frontal_mask.png,csr0115a_lateral_mask.png
117,Male,620.0,258.0,220.0,543.0,831.0,611.0,323.0,443.0,139.0,972.0,,596.0,1011.0,796.0,269.0,819.0,135.0,270.0,220.0,211.0,161.0,597.0,207.0,366.0,962.0,872.0,561.0,452.0,529.0,940.0,1779.0,13.0,576.0,582.0,841.6,835.0,839.0,851.0,4.0,624.0,1713.0,840.0,465.0,1030.0,76.87,csr0117a_frontal.png,csr0117a_lateral.png,csr0117a_frontal_mask.png,csr0117a_lateral_mask.png
119,Female,545.0,225.0,184.0,472.0,728.0,544.0,288.0,340.0,137.0,819.0,704.0,519.0,804.0,678.0,223.0,709.0,111.0,224.0,182.0,165.0,152.0,523.0,170.0,366.0,919.0,737.0,467.0,394.0,403.0,834.0,1527.0,19.0,522.0,537.0,702.6,694.0,704.0,710.0,14.0,698.0,1434.0,661.0,302.0,941.0,49.89,csr0119a_frontal.png,csr0119a_lateral.png,csr0119a_frontal_mask.png,csr0119a_lateral_mask.png
121,Female,560.0,230.0,195.0,486.0,747.0,552.0,291.0,376.0,134.0,922.0,799.0,579.0,946.0,759.0,244.0,758.0,116.0,244.0,191.0,177.0,149.0,546.0,187.0,376.0,997.0,807.0,515.0,406.0,434.0,868.0,1645.0,15.0,589.0,589.0,737.6,731.0,740.0,742.0,23.0,694.0,1532.0,743.0,345.0,1024.0,63.49,csr0121a_frontal.png,csr0121a_lateral.png,csr0121a_frontal_mask.png,csr0121a_lateral_mask.png
122,Male,659.0,269.0,225.0,577.0,898.0,673.0,352.0,504.0,148.0,1314.0,,698.0,1281.0,779.0,287.0,846.0,129.0,263.0,209.0,194.0,153.0,579.0,201.0,471.0,1385.0,961.0,598.0,545.0,608.0,971.0,1848.0,42.0,733.0,709.0,881.0,876.0,881.0,886.0,18.0,820.0,2029.0,1277.0,540.0,1083.0,136.28,csr0122a_frontal.png,csr0122a_lateral.png,csr0122a_frontal_mask.png,csr0122a_lateral_mask.png
125,Female,539.0,237.0,201.0,512.0,783.0,582.0,311.0,390.0,137.0,1089.0,849.0,629.0,1001.0,745.0,200.0,723.0,121.0,246.0,184.0,184.0,149.0,571.0,192.0,463.0,1173.0,800.0,507.0,410.0,479.0,840.0,1615.0,25.0,694.0,686.0,762.3,760.0,760.0,767.0,30.0,751.0,1609.0,867.0,391.0,1030.0,81.63,csr0125a_frontal.png,csr0125a_lateral.png,csr0125a_frontal_mask.png,csr0125a_lateral_mask.png
126,Male,595.0,267.0,215.0,552.0,856.0,641.0,337.0,452.0,141.0,996.0,,656.0,1015.0,832.0,222.0,790.0,125.0,262.0,204.0,201.0,155.0,566.0,196.0,368.0,1060.0,892.0,552.0,461.0,524.0,906.0,1759.0,13.0,647.0,649.0,855.6,850.0,859.0,858.0,8.0,631.0,1681.0,820.0,461.0,1045.0,84.58,csr0126a_frontal.png,csr0126a_lateral.png,csr0126a_frontal_mask.png,csr0126a_lateral_mask.png
127,Female,562.0,252.0,188.0,507.0,780.0,592.0,319.0,400.0,135.0,931.0,794.0,627.0,903.0,770.0,223.0,779.0,113.0,257.0,190.0,195.0,152.0,568.0,195.0,452.0,1136.0,838.0,527.0,425.0,446.0,879.0,1668.0,17.5,658.0,665.0,750.3,740.0,755.0,756.0,32.0,775.0,1582.0,809.0,340.0,1049.0,75.74,csr0127a_frontal.png,csr0127a_lateral.png,csr0127a_frontal_mask.png,csr0127a_lateral_mask.png
128,Male,656.0,264.0,237.0,594.0,934.0,697.0,357.0,469.0,136.0,1084.0,,651.0,1078.0,849.0,251.0,875.0,127.0,278.0,228.0,208.0,156.0,595.0,213.0,400.0,1052.0,925.0,599.0,462.0,505.0,993.0,1905.0,10.5,604.0,614.0,867.3,866.0,866.0,870.0,12.0,649.0,1819.0,983.0,493.0,1091.0,95.46,csr0128a_frontal.png,csr0128a_lateral.png,csr0128a_frontal_mask.png,csr0128a_lateral_mask.png
130,Male,626.0,249.0,211.0,539.0,843.0,632.0,328.0,388.0,146.0,939.0,,579.0,960.0,755.0,261.0,794.0,116.0,271.0,202.0,196.0,166.0,558.0,189.0,342.0,923.0,852.0,534.0,412.0,469.0,910.0,1710.0,11.0,496.0,499.0,789.6,795.0,790.0,784.0,7.5,697.0,1745.0,779.0,398.0,1036.0,63.27,csr0130a_frontal.png,csr0130a_lateral.png,csr0130a_frontal_mask.png,csr0130a_lateral_mask.png
131,Male,602.0,280.0,224.0,576.0,897.0,673.0,352.0,482.0,145.0,1123.0,,658.0,1116.0,843.0,228.0,824.0,127.0,278.0,221.0,217.0,161.0,596.0,208.0,402.0,1099.0,925.0,601.0,468.0,512.0,926.0,1826.0,29.0,616.0,619.0,846.3,838.0,842.0,859.0,7.5,643.0,1717.0,963.0,483.0,1097.0,96.6,csr0131a_frontal.png,csr0131a_lateral.png,csr0131a_frontal_mask.png,csr0131a_lateral_mask.png
132,Male,552.0,257.0,225.0,546.0,818.0,593.0,321.0,422.0,138.0,1031.0,,591.0,1013.0,765.0,197.0,785.0,125.0,265.0,202.0,204.0,151.0,579.0,205.0,381.0,998.0,832.0,534.0,472.0,506.0,892.0,1694.0,23.0,575.0,575.0,797.3,792.0,797.0,803.0,11.0,664.0,1577.0,891.0,376.0,1032.0,73.24,csr0132a_frontal.png,csr0132a_lateral.png,csr0132a_frontal_mask.png,csr0132a_lateral_mask.png
134,Female,572.0,219.0,199.0,510.0,782.0,583.0,311.0,402.0,140.0,925.0,781.0,581.0,908.0,762.0,231.0,751.0,116.0,241.0,181.0,180.0,148.0,540.0,181.0,403.0,999.0,814.0,521.0,420.0,465.0,870.0,1651.0,22.0,583.0,583.0,751.0,756.0,746.0,751.0,21.0,638.0,1516.0,774.0,360.0,1008.0,63.04,csr0134a_frontal.png,csr0134a_lateral.png,csr0134a_frontal_mask.png,csr0134a_lateral_mask.png
135,Male,635.0,279.0,205.0,545.0,827.0,622.0,340.0,481.0,137.0,968.0,,602.0,1000.0,779.0,258.0,842.0,121.0,274.0,225.0,208.0,157.0,587.0,206.0,357.0,997.0,854.0,554.0,453.0,480.0,957.0,1780.0,15.5,565.0,572.0,810.6,808.0,816.0,808.0,7.0,670.0,1704.0,849.0,426.0,1031.0,76.19,csr0135a_frontal.png,csr0135a_lateral.png,csr0135a_frontal_mask.png,csr0135a_lateral_mask.png
136,Female,589.0,237.0,186.0,497.0,769.0,583.0,311.0,330.0,134.0,827.0,735.0,541.0,829.0,745.0,258.0,775.0,112.0,240.0,192.0,187.0,146.0,532.0,181.0,375.0,955.0,781.0,508.0,386.0,409.0,886.0,1646.0,11.0,486.0,517.0,756.6,750.0,760.0,760.0,13.0,661.0,1517.0,655.0,355.0,1017.0,51.93,csr0136a_frontal.png,csr0136a_lateral.png,csr0136a_frontal_mask.png,csr0136a_lateral_mask.png
137,Male,635.0,278.0,201.0,540.0,823.0,622.0,339.0,424.0,151.0,972.0,,616.0,998.0,795.0,269.0,830.0,124.0,274.0,197.0,197.0,165.0,567.0,186.0,386.0,1046.0,877.0,549.0,460.0,497.0,939.0,1794.0,15.5,629.0,628.0,767.0,765.0,768.0,768.0,12.0,659.0,1769.0,869.0,465.0,1034.0,82.77,csr0137a_frontal.png,csr0137a_lateral.png,csr0137a_frontal_mask.png,csr0137a_lateral_mask.png
138,Male,653.0,267.0,215.0,582.0,911.0,696.0,367.0,490.0,147.0,1039.0,,649.0,1088.0,878.0,266.0,882.0,124.0,272.0,216.0,216.0,158.0,572.0,201.0,405.0,1111.0,935.0,604.0,495.0,554.0,994.0,1900.0,16.5,671.0,687.0,871.6,872.0,872.0,871.0,21.0,666.0,1795.0,954.0,518.0,1114.0,98.87,csr0138a_frontal.png,csr0138a_lateral.png,csr0138a_frontal_mask.png,csr0138a_lateral_mask.png
139,Male,607.0,249.0,227.0,571.0,871.0,644.0,344.0,469.0,135.0,1058.0,,621.0,1086.0,768.0,237.0,805.0,115.0,263.0,218.0,205.0,148.0,576.0,206.0,396.0,1103.0,840.0,553.0,460.0,514.0,944.0,1766.0,24.0,645.0,641.0,798.3,797.0,795.0,803.0,22.0,646.0,1710.0,937.0,487.0,1015.0,90.48,csr0139a_frontal.png,csr0139a_lateral.png,csr0139a_frontal_mask.png,csr0139a_lateral_mask.png
140,Male,656.0,281.0,237.0,591.0,893.0,656.0,354.0,495.0,144.0,1052.0,,616.0,1107.0,842.0,274.0,887.0,125.0,277.0,218.0,211.0,160.0,585.0,199.0,361.0,1009.0,886.0,577.0,482.0,536.0,997.0,1866.0,12.5,610.0,612.0,842.0,833.0,843.0,850.0,5.0,631.0,1730.0,850.0,469.0,1074.0,91.61,csr0140a_frontal.png,csr0140a_lateral.png,csr0140a_frontal_mask.png,csr0140a_lateral_mask.png
143,Female,542.0,230.0,189.0,475.0,722.0,533.0,286.0,323.0,127.0,841.0,720.0,556.0,815.0,719.0,240.0,730.0,110.0,219.0,172.0,166.0,142.0,525.0,177.0,376.0,939.0,745.0,479.0,395.0,406.0,841.0,1572.0,9.0,536.0,551.0,694.6,692.0,697.0,695.0,16.0,571.0,1438.0,702.0,375.0,925.0,51.25,csr0143a_frontal.png,csr0143a_lateral.png,csr0143a_frontal_mask.png,csr0143a_lateral_mask.png
144,Male,590.0,260.0,227.0,551.0,841.0,614.0,324.0,492.0,141.0,963.0,,582.0,1006.0,782.0,250.0,805.0,126.0,270.0,207.0,199.0,158.0,582.0,202.0,362.0,995.0,840.0,546.0,458.0,519.0,923.0,1754.0,11.0,605.0,610.0,781.6,782.0,782.0,781.0,8.0,669.0,1652.0,807.0,408.0,1043.0,76.42,csr0144a_frontal.png,csr0144a_lateral.png,csr0144a_frontal_mask.png,csr0144a_lateral_mask.png
145,Male,603.0,238.0,206.0,522.0,822.0,616.0,316.0,368.0,134.0,876.0,,604.0,899.0,802.0,246.0,810.0,114.0,248.0,198.0,187.0,145.0,560.0,199.0,341.0,955.0,902.0,539.0,431.0,441.0,922.0,1740.0,10.0,527.0,518.0,792.3,782.0,795.0,800.0,10.5,580.0,1603.0,760.0,434.0,1027.0,61.68,csr0145a_frontal.png,csr0145a_lateral.png,csr0145a_frontal_mask.png,csr0145a_lateral_mask.png
146,Male,621.0,272.0,205.0,535.0,826.0,621.0,330.0,423.0,136.0,885.0,,610.0,900.0,834.0,255.0,836.0,113.0,273.0,217.0,203.0,147.0,553.0,194.0,366.0,957.0,886.0,565.0,440.0,447.0,944.0,1809.0,11.0,538.0,539.0,777.6,773.0,773.0,787.0,9.0,625.0,1655.0,808.0,432.0,1067.0,68.93,csr0146a_frontal.png,csr0146a_lateral.png,csr0146a_frontal_mask.png,csr0146a_lateral_mask.png
147,Male,617.0,267.0,198.0,555.0,875.0,677.0,357.0,456.0,145.0,1086.0,,640.0,1082.0,830.0,243.0,789.0,116.0,285.0,208.0,202.0,153.0,578.0,202.0,404.0,1084.0,892.0,583.0,474.0,527.0,915.0,1800.0,19.0,631.0,623.0,860.6,856.0,866.0,860.0,13.0,661.0,1729.0,949.0,460.0,1077.0,89.8,csr0147a_frontal.png,csr0147a_lateral.png,csr0147a_frontal_mask.png,csr0147a_lateral_mask.png
150,Male,587.0,280.0,192.0,534.0,836.0,644.0,342.0,426.0,143.0,1006.0,,626.0,1017.0,830.0,222.0,797.0,121.0,282.0,211.0,203.0,157.0,568.0,190.0,383.0,1032.0,888.0,573.0,423.0,484.0,903.0,1765.0,19.0,639.0,649.0,819.3,815.0,818.0,825.0,19.0,622.0,1682.0,918.0,462.0,1060.0,82.54,csr0150a_frontal.png,csr0150a_lateral.png,csr0150a_frontal_mask.png,csr0150a_lateral_mask.png
151,Male,583.0,278.0,202.0,530.0,831.0,629.0,328.0,449.0,144.0,1081.0,,610.0,1082.0,811.0,212.0,759.0,120.0,285.0,223.0,208.0,151.0,561.0,198.0,368.0,1004.0,880.0,570.0,445.0,497.0,890.0,1771.0,16.5,556.0,554.0,851.3,843.0,850.0,861.0,14.0,642.0,1664.0,961.0,443.0,1056.0,83.67,csr0151a_frontal.png,csr0151a_lateral.png,csr0151a_frontal_mask.png,csr0151a_lateral_mask.png
152,Male,639.0,268.0,210.0,529.0,815.0,605.0,319.0,456.0,138.0,932.0,,583.0,966.0,764.0,289.0,834.0,124.0,264.0,210.0,200.0,154.0,584.0,207.0,367.0,983.0,829.0,539.0,428.0,463.0,963.0,1770.0,11.0,564.0,569.0,769.3,784.0,760.0,764.0,7.0,625.0,1693.0,805.0,468.0,994.0,75.51,csr0152a_frontal.png,csr0152a_lateral.png,csr0152a_frontal_mask.png,csr0152a_lateral_mask.png
154,Male,605.0,260.0,199.0,535.0,824.0,625.0,336.0,409.0,139.0,900.0,,599.0,920.0,800.0,247.0,800.0,122.0,267.0,214.0,196.0,151.0,556.0,196.0,351.0,985.0,856.0,553.0,432.0,460.0,913.0,1747.0,8.0,586.0,579.0,753.6,760.0,753.0,748.0,7.0,652.0,1649.0,783.0,404.0,1065.0,69.61,csr0154a_frontal.png,csr0154a_lateral.png,csr0154a_frontal_mask.png,csr0154a_lateral_mask.png
159,Male,599.0,248.0,211.0,535.0,815.0,604.0,324.0,429.0,146.0,1022.0,,564.0,1038.0,712.0,259.0,798.0,118.0,251.0,194.0,192.0,152.0,588.0,203.0,385.0,1061.0,768.0,497.0,432.0,518.0,939.0,1677.0,15.0,645.0,658.0,791.6,789.0,793.0,793.0,10.5,640.0,1682.0,845.0,473.0,930.0,76.87,csr0159a_frontal.png,csr0159a_lateral.png,csr0159a_frontal_mask.png,csr0159a_lateral_mask.png
160,Female,532.0,208.0,179.0,470.0,725.0,546.0,291.0,350.0,130.0,789.0,687.0,529.0,812.0,694.0,220.0,732.0,104.0,221.0,167.0,171.0,143.0,520.0,178.0,393.0,967.0,734.0,477.0,380.0,421.0,832.0,1541.0,15.0,562.0,547.0,705.6,704.0,712.0,701.0,22.0,650.0,1408.0,622.0,319.0,939.0,48.75,csr0160a_frontal.png,csr0160a_lateral.png,csr0160a_frontal_mask.png,csr0160a_lateral_mask.png
161,Female,550.0,221.0,195.0,478.0,723.0,528.0,283.0,358.0,134.0,922.0,775.0,560.0,861.0,744.0,232.0,713.0,113.0,233.0,180.0,172.0,146.0,530.0,180.0,379.0,974.0,763.0,494.0,391.0,431.0,818.0,1575.0,19.0,544.0,546.0,743.0,737.0,747.0,745.0,20.0,649.0,1478.0,739.0,322.0,995.0,55.56,csr0161a_frontal.png,csr0161a_lateral.png,csr0161a_frontal_mask.png,csr0161a_lateral_mask.png
163,Female,552.0,216.0,198.0,482.0,719.0,521.0,284.0,354.0,136.0,909.0,744.0,532.0,891.0,706.0,251.0,755.0,115.0,230.0,180.0,170.0,148.0,538.0,180.0,424.0,1038.0,720.0,490.0,396.0,443.0,851.0,1574.0,25.0,626.0,628.0,700.0,696.0,705.0,699.0,23.5,690.0,1508.0,660.0,325.0,973.0,59.64,csr0163a_frontal.png,csr0163a_lateral.png,csr0163a_frontal_mask.png,csr0163a_lateral_mask.png
164,Male,648.0,283.0,215.0,599.0,910.0,695.0,384.0,529.0,159.0,1183.0,,667.0,1142.0,847.0,245.0,822.0,128.0,306.0,231.0,226.0,164.0,597.0,208.0,414.0,1144.0,930.0,601.0,494.0,565.0,937.0,1876.0,29.5,659.0,662.0,859.3,858.0,862.0,858.0,14.0,763.0,1905.0,1102.0,489.0,1120.0,113.61,csr0164a_frontal.png,csr0164a_lateral.png,csr0164a_frontal_mask.png,csr0164a_lateral_mask.png
165,Male,610.0,248.0,192.0,507.0,810.0,618.0,315.0,426.0,138.0,994.0,,570.0,1012.0,784.0,253.0,801.0,125.0,258.0,203.0,197.0,146.0,580.0,208.0,377.0,994.0,875.0,556.0,441.0,465.0,920.0,1737.0,13.5,554.0,555.0,762.0,761.0,765.0,760.0,8.0,650.0,1657.0,871.0,415.0,1032.0,75.06,csr0165a_frontal.png,csr0165a_lateral.png,csr0165a_frontal_mask.png,csr0165a_lateral_mask.png
166,Female,568.0,250.0,200.0,515.0,782.0,582.0,315.0,364.0,135.0,924.0,790.0,636.0,890.0,798.0,213.0,759.0,121.0,259.0,186.0,183.0,151.0,584.0,199.0,440.0,1078.0,838.0,549.0,408.0,434.0,878.0,1728.0,14.0,625.0,620.0,767.6,767.0,766.0,770.0,20.0,783.0,1643.0,704.0,345.0,1091.0,69.39,csr0166a_frontal.png,csr0166a_lateral.png,csr0166a_frontal_mask.png,csr0166a_lateral_mask.png
167,Male,569.0,253.0,205.0,548.0,849.0,644.0,343.0,396.0,137.0,906.0,,606.0,929.0,804.0,191.0,780.0,117.0,258.0,197.0,192.0,152.0,565.0,198.0,367.0,973.0,874.0,550.0,426.0,461.0,897.0,1743.0,13.0,515.0,533.0,794.0,789.0,797.0,796.0,12.5,594.0,1617.0,864.0,446.0,997.0,65.08,csr0167a_frontal.png,csr0167a_lateral.png,csr0167a_frontal_mask.png,csr0167a_lateral_mask.png
168,Male,656.0,273.0,233.0,576.0,867.0,634.0,343.0,482.0,155.0,1136.0,,621.0,1127.0,740.0,291.0,837.0,118.0,274.0,218.0,205.0,166.0,627.0,219.0,405.0,1065.0,897.0,552.0,501.0,554.0,972.0,1798.0,32.0,605.0,618.0,830.3,812.0,835.0,844.0,17.0,662.0,1880.0,1022.0,540.0,990.0,99.77,csr0168a_frontal.png,csr0168a_lateral.png,csr0168a_frontal_mask.png,csr0168a_lateral_mask.png
170,Male,576.0,243.0,192.0,506.0,797.0,605.0,314.0,409.0,144.0,953.0,,609.0,960.0,791.0,235.0,784.0,116.0,257.0,186.0,186.0,156.0,550.0,184.0,356.0,1024.0,858.0,541.0,425.0,463.0,903.0,1730.0,17.0,586.0,582.0,765.3,759.0,769.0,768.0,12.0,608.0,1605.0,845.0,480.0,1014.0,73.02,csr0170a_frontal.png,csr0170a_lateral.png,csr0170a_frontal_mask.png,csr0170a_lateral_mask.png
171,Male,727.0,294.0,233.0,614.0,955.0,722.0,381.0,483.0,151.0,1007.0,,711.0,1034.0,952.0,303.0,995.0,142.0,301.0,223.0,226.0,156.0,592.0,204.0,412.0,1097.0,1017.0,645.0,490.0,523.0,1093.0,2084.0,16.0,635.0,635.0,959.3,968.0,959.0,951.0,9.0,722.0,1904.0,974.0,476.0,1227.0,106.58,csr0171a_frontal.png,csr0171a_lateral.png,csr0171a_frontal_mask.png,csr0171a_lateral_mask.png
172,Male,584.0,264.0,215.0,520.0,817.0,602.0,305.0,433.0,137.0,1081.0,,603.0,1077.0,753.0,242.0,773.0,133.0,269.0,203.0,192.0,151.0,566.0,196.0,380.0,1040.0,809.0,546.0,448.0,517.0,886.0,1708.0,23.0,616.0,651.0,837.0,832.0,843.0,836.0,12.0,624.0,1673.0,981.0,439.0,985.0,87.07,csr0172a_frontal.png,csr0172a_lateral.png,csr0172a_frontal_mask.png,csr0172a_lateral_mask.png
173,Male,655.0,258.0,215.0,547.0,825.0,610.0,332.0,491.0,148.0,1068.0,,612.0,1080.0,746.0,298.0,835.0,113.0,245.0,215.0,197.0,161.0,600.0,202.0,398.0,1110.0,853.0,535.0,477.0,549.0,954.0,1746.0,20.5,690.0,679.0,787.0,787.0,788.0,786.0,11.5,622.0,1791.0,928.0,526.0,982.0,95.46,csr0173a_frontal.png,csr0173a_lateral.png,csr0173a_frontal_mask.png,csr0173a_lateral_mask.png
175,Female,542.0,228.0,213.0,470.0,705.0,492.0,257.0,347.0,138.0,913.0,756.0,522.0,875.0,672.0,264.0,714.0,106.0,232.0,186.0,174.0,152.0,548.0,185.0,386.0,985.0,712.0,469.0,430.0,419.0,832.0,1518.0,16.0,589.0,580.0,690.6,675.0,689.0,708.0,21.0,665.0,1473.0,673.0,340.0,926.0,56.69,csr0175a_frontal.png,csr0175a_lateral.png,csr0175a_frontal_mask.png,csr0175a_lateral_mask.png
176,Female,602.0,255.0,212.0,501.0,755.0,543.0,289.0,484.0,149.0,1112.0,970.0,580.0,1078.0,690.0,284.0,778.0,121.0,250.0,195.0,183.0,150.0,583.0,193.0,491.0,1165.0,757.0,497.0,420.0,500.0,888.0,1619.0,35.0,708.0,720.0,782.3,780.0,781.0,786.0,39.0,823.0,1770.0,990.0,408.0,963.0,94.1,csr0176a_frontal.png,csr0176a_lateral.png,csr0176a_frontal_mask.png,csr0176a_lateral_mask.png
178,Male,646.0,256.0,204.0,531.0,852.0,648.0,327.0,455.0,145.0,1070.0,,622.0,1086.0,824.0,275.0,836.0,121.0,269.0,209.0,199.0,158.0,585.0,203.0,402.0,1030.0,940.0,561.0,466.0,490.0,950.0,1809.0,17.0,596.0,595.0,805.3,809.0,805.0,802.0,13.5,627.0,1749.0,982.0,501.0,1074.0,87.76,csr0178a_frontal.png,csr0178a_lateral.png,csr0178a_frontal_mask.png,csr0178a_lateral_mask.png
